student_id,term_name,program_id,program_name,school,class_level,student_profile,continuing_student_flag,hold_status,active_hold_flag,hold_type,registration_status,credits_completed,expected_credits,upper_division_completed,expected_upper_division,required_completion_ratio,osu_gpa,residence_met_flag,core_met_flag,world_language_met_flag,professional_progression_met_flag,audit_status,audit_reason,audit_issue_group,graduation_stage,eligible_flag,applied_flag,award_ready_flag,queue_name,queue_priority,urgency,issue_summary,recommended_action
REG-00093,2026 Winter,ELED,Elementary Education,Education,Freshman,risk,0,No Hold,0,None,registered,7,36,0,0,0.08,2.77,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00094,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,not_registered,81,84,9,9,0.579,3.3,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00095,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,No Hold,0,None,registered,109,132,26,34,0.642,2.61,1,0,0,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00096,2026 Winter,ELED,Elementary Education,Education,Freshman,steady,0,No Hold,0,None,registered,48,36,3,0,0.221,3.23,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00097,2026 Winter,ELED,Elementary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,79,84,0,9,0.513,3.16,1,1,0,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-00098,2026 Winter,BANA,Business Analytics,Business,Senior,steady,1,No Hold,0,None,registered,163,174,53,60,0.934,3.29,1,1,1,1,near_risk,Credit pace behind term expectation,Credits,not_eligible,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00099,2026 Winter,BUAD,Business Administration,Business,Freshman,risk,0,No Hold,0,None,registered,30,36,0,0,0.105,2.41,1,1,0,1,near_risk,Major requirements behind plan,Major Requirements,not_in_window,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-00100,2026 Winter,BANA,Business Analytics,Business,Freshman,steady,0,Active Hold,1,Academic,blocked,31,36,6,0,0.18,3.25,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Academic hold blocking registration,Schedule advisor review and clear the academic hold.
REG-00101,2026 Winter,SEED,Secondary Education,Education,Junior,strong,1,No Hold,0,None,registered,143,132,37,34,0.903,3.44,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00102,2026 Winter,ELED,Elementary Education,Education,Senior,risk,1,No Hold,0,None,registered,149,174,48,60,0.894,2.27,1,1,0,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00103,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,45,36,1,0,0.279,3.37,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00104,2026 Winter,ELED,Elementary Education,Education,Junior,strong,1,No Hold,0,None,registered,143,132,44,34,0.875,3.18,1,1,1,1,near_risk,GPA near program floor,GPA,not_in_window,0,0,0,Watchlist,3,Medium,GPA near program floor,Monitor progress and confirm the next registration plan before census.
REG-00105,2026 Winter,BUAD,Business Administration,Business,Freshman,steady,0,No Hold,0,None,not_registered,32,36,5,0,0.183,3.01,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00106,2026 Winter,BUAD,Business Administration,Business,Senior,strong,1,No Hold,0,None,registered,193,174,68,60,1.0,3.4,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,applied_pending,1,1,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00107,2026 Winter,BANA,Business Analytics,Business,Sophomore,strong,1,No Hold,0,None,registered,87,84,16,9,0.503,3.59,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00108,2026 Winter,BUAD,Business Administration,Business,Sophomore,risk,1,No Hold,0,None,not_registered,70,84,0,9,0.292,2.05,1,0,0,1,off_track,Major requirements materially behind,Major Requirements,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Major requirements materially behind,Book degree-audit review and build a required-course recovery plan.
REG-00109,2026 Winter,BUAD,Business Administration,Business,Senior,steady,1,No Hold,0,None,registered,190,174,55,60,0.988,2.61,0,1,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-00110,2026 Winter,ELED,Elementary Education,Education,Freshman,strong,0,No Hold,0,None,registered,47,36,2,0,0.24,3.52,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00111,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,No Hold,0,None,registered,125,132,20,34,0.566,2.79,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00112,2026 Winter,BANA,Business Analytics,Business,Sophomore,strong,1,No Hold,0,None,registered,98,84,23,9,0.589,3.73,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00113,2026 Winter,ELED,Elementary Education,Education,Sophomore,strong,1,Active Hold,1,Administrative,blocked,85,84,19,9,0.53,3.46,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Hold Resolution,1,High,Administrative hold blocking registration,Resolve missing records or administrative documentation.
REG-00114,2026 Winter,BUAD,Business Administration,Business,Junior,strong,1,No Hold,0,None,not_registered,134,132,28,34,0.918,3.51,1,1,1,1,near_risk,Upper-division progress below plan,Upper Division,not_in_window,0,0,0,Watchlist,3,Medium,Upper-division progress below plan,Monitor progress and confirm the next registration plan before census.
REG-00115,2026 Winter,BUAD,Business Administration,Business,Sophomore,steady,1,No Hold,0,None,registered,77,84,8,9,0.498,2.79,1,0,0,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00116,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,No Hold,0,None,registered,103,132,16,34,0.529,2.18,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00117,2026 Winter,ELED,Elementary Education,Education,Junior,risk,1,No Hold,0,None,registered,132,132,16,34,0.657,2.22,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00118,2026 Winter,BANA,Business Analytics,Business,Freshman,steady,0,No Hold,0,None,registered,42,36,0,0,0.248,3.13,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00119,2026 Winter,BANA,Business Analytics,Business,Senior,steady,1,No Hold,0,None,registered,169,174,62,60,0.868,2.86,1,1,1,1,near_risk,Major requirements behind plan,Major Requirements,not_eligible,0,0,0,Watchlist,3,Medium,Major requirements behind plan,Monitor progress and confirm the next registration plan before census.
REG-00120,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,No Hold,0,None,registered,91,84,17,9,0.428,2.78,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00121,2026 Winter,SEED,Secondary Education,Education,Sophomore,steady,1,No Hold,0,None,registered,76,84,6,9,0.412,3.25,1,0,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00122,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,30,36,0,0,0.497,3.9,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00123,2026 Winter,BANA,Business Analytics,Business,Sophomore,strong,1,No Hold,0,None,registered,95,84,14,9,0.575,3.27,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00124,2026 Winter,ELED,Elementary Education,Education,Senior,strong,1,No Hold,0,None,not_registered,154,174,63,60,1.0,3.72,1,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
REG-00125,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,97,84,5,9,0.622,3.45,1,0,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00126,2026 Winter,SEED,Secondary Education,Education,Sophomore,strong,1,No Hold,0,None,registered,83,84,24,9,0.508,3.53,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00127,2026 Winter,BANA,Business Analytics,Business,Sophomore,steady,1,No Hold,0,None,registered,78,84,15,9,0.572,2.68,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00128,2026 Winter,BANA,Business Analytics,Business,Freshman,strong,0,No Hold,0,None,registered,44,36,18,0,0.374,3.52,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00129,2026 Winter,ELED,Elementary Education,Education,Senior,steady,1,No Hold,0,None,registered,184,174,60,60,0.958,3.14,0,0,1,1,off_track,Residence requirement incomplete,Residence,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,Residence requirement incomplete,Review audit exceptions and create a term-by-term completion plan.
REG-00130,2026 Winter,ELED,Elementary Education,Education,Junior,strong,1,No Hold,0,None,registered,138,132,43,34,0.686,3.64,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00131,2026 Winter,SEED,Secondary Education,Education,Senior,risk,1,No Hold,0,None,registered,159,174,53,60,0.804,1.87,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_eligible,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00132,2026 Winter,ELED,Elementary Education,Education,Sophomore,risk,1,Active Hold,1,Financial,blocked,78,84,0,9,0.465,2.84,1,0,1,0,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Hold Resolution,1,High,Financial hold blocking registration,Resolve balance or payment-plan issue before registration release.
REG-00133,2026 Winter,BANA,Business Analytics,Business,Senior,strong,1,No Hold,0,None,registered,184,174,68,60,1.0,3.51,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,ready_to_award,1,1,1,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00134,2026 Winter,BUAD,Business Administration,Business,Senior,risk,1,No Hold,0,None,registered,169,174,54,60,0.923,2.32,1,1,1,1,near_risk,Upper-division progress below plan,Upper Division,not_eligible,0,0,0,Watchlist,3,Medium,Upper-division progress below plan,Monitor progress and confirm the next registration plan before census.
REG-00135,2026 Winter,BANA,Business Analytics,Business,Junior,steady,1,No Hold,0,None,registered,125,132,27,34,0.744,2.9,1,0,1,1,near_risk,Credit pace behind term expectation,Credits,not_in_window,0,0,0,Watchlist,3,Medium,Credit pace behind term expectation,Monitor progress and confirm the next registration plan before census.
REG-00136,2026 Winter,BUAD,Business Administration,Business,Freshman,strong,0,No Hold,0,None,registered,37,36,1,0,0.453,3.61,1,1,0,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00137,2026 Winter,ELED,Elementary Education,Education,Junior,steady,1,No Hold,0,None,registered,126,132,36,34,0.751,2.87,1,1,1,1,off_track,GPA below 3.0 program floor,GPA,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,GPA below 3.0 program floor,Route to advising for academic recovery and eligibility review.
REG-00138,2026 Winter,BANA,Business Analytics,Business,Senior,steady,1,No Hold,0,None,registered,181,174,61,60,0.918,2.98,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_eligible,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00139,2026 Winter,BUAD,Business Administration,Business,Sophomore,strong,1,No Hold,0,None,registered,86,84,16,9,0.624,3.6,1,0,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00140,2026 Winter,BANA,Business Analytics,Business,Junior,strong,1,No Hold,0,None,registered,150,132,38,34,0.851,2.96,1,1,1,1,on_track,Pace and policy checks satisfied,General Review,not_in_window,0,0,0,Monitor,4,Low,Pace and policy checks satisfied,No immediate intervention required.
REG-00141,2026 Winter,BUAD,Business Administration,Business,Junior,risk,1,No Hold,0,None,registered,114,132,18,34,0.539,2.4,0,1,1,1,off_track,Credit pace significantly behind term expectation,Credits,not_in_window,0,0,0,Degree Audit Intervention,2,Medium,Credit pace significantly behind term expectation,Review audit exceptions and create a term-by-term completion plan.
